"Id","TotalComment","ViewCount"
9673,5,NA
9693,24,NA
9696,8,NA
9698,4,NA
9702,36,NA
9705,33,NA
9708,22,NA
9727,15,NA
9739,36,NA
9744,5,NA
9750,15,NA
9755,8,598
9765,59,NA
9768,6,NA
9773,6,NA
9778,12,NA
9779,2,NA
9782,28,NA
9798,49,NA
9830,14,NA
9835,19,NA
9841,9,NA
9847,18,2269
9852,88,NA
9862,23,1584
9886,27,NA
9887,28,NA
9909,47,NA
9915,44,NA
9932,34,1046
9933,40,NA
9939,31,346
9953,34,NA
9967,17,2932
9985,11,829
10002,3,NA
10016,8,NA
10023,13,NA
10030,34,NA
10049,7,985
10064,7,NA
10067,4,NA
10073,6,NA
10076,14,NA
10083,2,NA
10085,5,2664
10089,7,NA
10092,5,NA
10096,3,NA
10098,1,4463
10100,15,NA
10102,12,6800
10115,17,3005
10122,42,NA
10130,7,NA
10138,9,NA
10139,9,NA
10140,9,NA
10148,10,1844
10151,11,NA
10153,24,1257
10157,9,NA
10168,28,NA
10176,46,NA
10182,35,NA
10190,60,NA
10206,39,NA
10234,7,NA
10239,72,NA
10248,14,NA
10263,4,NA
10264,20,NA
10271,11,NA
10276,11,2081
10277,7,NA
10295,12,1670
10300,4,NA
10327,4,1009
10332,4,564
10333,10,NA
10339,19,NA
10345,3,NA
10349,12,NA
10352,9,NA
10362,4,NA
10377,16,1783
10385,30,NA
10389,10,NA
10394,36,NA
10399,19,NA
10411,13,NA
10420,13,NA
10428,31,1593
10435,18,NA
10440,22,NA
10454,6,NA
10471,9,NA
10479,19,NA
10486,17,NA
10491,6,NA
10493,13,NA
10500,38,NA
10506,22,337
10534,10,390
10537,17,NA
10545,13,NA
10551,48,NA
10561,5,NA
10563,21,540
10569,9,NA
10570,12,NA
10584,12,741
10585,12,2086
10589,12,NA
10619,21,NA
10621,21,NA
10641,40,949
10654,42,NA
10669,7,1886
10676,19,NA
10683,6,NA
10689,40,NA
10700,8,NA
10711,3,1746
10712,35,NA
10718,23,NA
10722,28,NA
10724,43,NA
10729,48,NA
10737,5,NA
10750,8,NA
10756,67,NA
10776,23,NA
10782,14,NA
10783,4,NA
10787,5,NA
10799,36,NA
10807,18,NA
10808,21,NA
10831,25,NA
10836,6,NA
10842,35,NA
10846,17,NA
10875,28,2228
10884,11,610
10886,28,NA
10889,5,NA
10894,9,NA
10906,16,NA
10914,18,4036
10930,5,NA
10933,5,NA
10942,2,NA
10951,10,NA
10955,38,NA
10961,5,NA
10969,39,NA
10979,17,NA
10980,14,NA
10984,6,NA
10986,16,NA
10989,6,NA
11003,4,NA
11005,10,NA
11008,47,NA
11027,3,NA
11031,12,NA
11033,41,NA
11042,7,1453
11069,89,NA
11076,29,NA
11088,23,NA
11093,8,NA
11095,8,NA
11107,21,NA
11113,14,943
11122,13,NA
11138,46,NA
11154,31,NA
11157,13,NA
11165,12,NA
11186,11,NA
11191,1,NA
11196,6,NA
11197,36,NA
11202,18,NA
11203,8,NA
11213,5,NA
11215,10,NA
11218,35,397
11226,14,NA
11231,7,NA
11238,4,NA
11241,5,228
11243,29,NA
11255,7,NA
11267,16,NA
11268,12,NA
11283,36,219
11300,41,NA
11318,9,NA
11339,23,NA
11347,2,NA
11350,12,NA
11352,15,NA
11373,4,NA
11374,8,743
11401,12,NA
11411,32,NA
11415,72,NA
11424,10,NA
11431,20,NA
11437,2,NA
11438,9,2097
11454,4,NA
11460,20,NA
11467,49,NA
11500,23,NA
11525,42,NA
11553,16,NA
11557,4,NA
11564,13,NA
11570,22,NA
11578,12,NA
11594,5,NA
11597,7,NA
11606,6,NA
11611,9,NA
11613,38,NA
11630,20,NA
11631,6,NA
11640,7,955
11643,16,NA
11656,11,NA
11665,7,NA
11685,22,NA
11690,9,NA
11700,16,1454
11704,3,NA
11714,5,NA
11726,9,NA
11727,50,NA
11730,28,NA
11739,38,NA
11766,3,NA
11785,30,NA
11787,11,NA
11790,13,NA
11813,20,NA
11833,5,NA
11839,19,NA
11843,10,NA
11850,6,NA
11853,45,2287
11861,17,NA
11869,40,NA
11871,34,418
11875,3,NA
11880,12,NA
11899,4,17979
11910,10,NA
11916,15,275
11936,30,NA
11946,37,NA
11962,17,NA
11968,14,NA
11973,9,NA
11982,19,NA
11987,2,NA
11993,3,NA
11994,17,NA
12002,9,NA
12006,15,NA
12021,7,NA
12025,11,NA
12026,4,NA
12031,5,NA
12034,18,NA
12038,11,NA
12043,42,1414
12066,6,167
12072,20,NA
12079,22,NA
12090,4,NA
12115,28,NA
12122,22,NA
12130,11,NA
12140,13,NA
12141,62,NA
12149,38,NA
12182,21,NA
12183,38,NA
12189,7,NA
12190,3,1907
12195,7,NA
12200,7,NA
12211,14,NA
12215,2,NA
12226,10,NA
12227,6,NA
12233,9,NA
12242,15,NA
12243,9,NA
12255,12,NA
12263,8,NA
12264,45,NA
12276,21,NA
12277,39,1215
12280,8,NA
12296,21,NA
12310,10,NA
12312,10,NA
12320,59,NA
12325,16,482
12341,2,NA
12374,3,NA
12381,46,NA
12382,26,NA
12388,8,NA
12395,11,NA
12406,12,NA
12415,15,NA
12420,35,NA
12435,55,NA
12438,9,NA
12455,18,NA
12464,7,NA
12466,6,NA
12477,5,NA
12480,11,NA
12491,34,NA
12496,11,NA
12497,13,NA
12505,32,NA
12525,3,NA
12554,1,NA
12556,4,168
12560,7,NA
12566,17,NA
12569,3,223
12571,18,260
12572,11,NA
12591,9,NA
12597,8,NA
12604,17,NA
12606,13,NA
12614,9,NA
12627,13,NA
12628,8,NA
12635,9,NA
12645,11,NA
12646,9,NA
12652,17,NA
12655,38,NA
12663,35,NA
12670,10,NA
12695,40,NA
12702,8,NA
12705,7,685
12706,22,855
12727,12,NA
12744,5,NA
12760,49,331
12764,2,NA
12767,2,NA
12783,7,NA
12796,13,NA
12802,13,NA
12808,28,NA
12822,5,NA
12831,22,NA
12841,66,NA
12902,8,NA
12906,22,NA
12920,4,NA
12927,32,NA
12940,6,1858
12948,3,NA
12960,11,NA
12963,10,NA
12964,7,NA
12965,25,381
12983,12,NA
12993,18,NA
12999,19,126
13012,19,NA
13017,7,NA
13026,3,NA
13041,17,NA
13064,9,NA
13066,9,NA
13070,5,247
13071,45,NA
13090,23,NA
13095,31,NA
13116,7,NA
13119,8,855
13120,7,NA
13133,30,NA
13139,8,NA
13155,8,NA
13163,9,NA
13166,6,NA
13169,15,NA
13172,13,NA
13176,7,NA
13177,7,NA
13210,14,NA
13216,12,NA
13221,32,407
13230,3,NA
13236,11,NA
13242,24,NA
13268,11,NA
13282,54,NA
13303,4,NA
13311,20,NA
13317,9,NA
13319,3,NA
13327,28,NA
13330,5,NA
13348,11,NA
13356,3,NA
13363,8,NA
13368,24,NA
13371,22,NA
13379,14,NA
13384,13,3295
13393,11,436
13435,17,NA
13441,19,NA
13452,3,NA
13457,12,NA
13464,36,NA
13468,8,196
13495,13,14074
13513,12,NA
13514,10,4714
13517,13,NA
13523,7,NA
13547,17,369
13548,6,NA
13553,7,NA
13562,28,NA
13580,15,NA
13582,28,342
13600,9,NA
13604,20,NA
13617,4,NA
13628,27,NA
13630,6,NA
13643,7,NA
13644,25,10787
13653,29,NA
13662,4,367
13679,7,119
13688,6,NA
13691,5,NA
13698,14,NA
13708,13,NA
13712,6,NA
13718,28,NA
13721,7,NA
13726,13,NA
13743,14,NA
13745,8,NA
13761,9,NA
13773,16,644
13777,3,NA
13779,5,603
13784,4,NA
13795,10,NA
13802,8,NA
13820,11,NA
13822,13,NA
13834,9,NA
13836,10,NA
13847,6,5332
13854,11,NA
13855,2,NA
13869,10,NA
13870,8,4481
13874,10,NA
13881,7,NA
13887,1,NA
13892,6,239
13899,36,NA
13928,20,NA
13932,8,NA
13949,13,223
13954,17,112
13963,28,NA
13971,36,NA
13995,3,NA
13999,4,NA
14012,6,NA
14017,1,NA
14024,6,NA
14027,19,NA
14037,9,NA
14038,7,285
14042,18,NA
14053,10,NA
14065,2,NA
14072,4,NA
14074,11,NA
14078,24,NA
14084,7,NA
14091,5,NA
14092,28,NA
14097,6,NA
14104,8,NA
14105,27,NA
14108,3,163
14109,10,NA
14110,18,2016
14114,4,NA
14118,1,NA
14139,17,NA
14145,34,1282
14156,4,NA
14163,39,NA
14170,6,NA
14180,4,NA
14191,9,NA
14196,49,NA
14200,4,NA
14207,1,NA
14211,6,NA
14217,7,NA
14219,49,NA
14228,13,NA
14231,5,NA
14272,38,NA
14277,68,NA
14295,5,977
14308,9,NA
14315,7,NA
14322,12,NA
14324,15,NA
14328,6,NA
14336,3,NA
14337,24,NA
14339,43,NA
14342,4,248
14377,15,NA
14378,4,NA
14391,4,NA
14408,7,NA
14421,1,3537
14424,12,NA
14430,4,NA
14432,9,NA
14445,40,NA
14451,5,NA
14452,26,NA
14459,39,NA
14463,16,NA
14466,3,NA
14496,9,NA
14502,23,NA
14507,9,NA
14508,6,NA
14515,16,751
14518,19,516
14526,4,NA
14535,46,1482
14546,6,NA
14555,16,NA
14566,9,NA
14588,1,NA
14593,14,NA
14598,17,NA
14601,5,NA
14607,11,187
14615,21,NA
14619,6,NA
14624,59,NA
14650,5,NA
14655,7,NA
14657,7,2882
14666,20,430
14685,8,NA
14696,1,NA
14700,3,NA
14706,6,NA
14709,10,1486
14728,4,NA
14730,3,NA
14742,4,NA
14744,3,NA
14748,6,NA
14749,7,NA
14755,8,8047
14758,14,NA
14764,8,NA
14776,14,214
14780,6,NA
14782,11,NA
14784,8,507
14787,6,NA
14789,11,256
14797,21,NA
14813,17,NA
14821,31,NA
14824,43,1309
14842,2,NA
14854,13,NA
14856,8,NA
14863,5,207
14872,9,NA
14877,14,3888
14885,9,NA
14886,8,935
14893,10,1824
14899,4,NA
14909,8,NA
14916,19,NA
14926,3,NA
14929,12,NA
14942,4,1604
14943,10,NA
14949,2,1255
14958,1,NA
14972,17,622
14981,11,NA
14982,3,NA
14998,4,1083
15006,13,NA
15016,26,NA
15021,5,NA
15024,6,NA
15032,20,NA
15043,3,NA
15046,32,NA
15052,9,NA
15070,9,NA
15076,23,NA
15079,9,159
15087,10,NA
15103,26,NA
15109,53,NA
15111,18,373
15128,6,NA
15129,2,NA
15131,2,NA
15132,5,NA
15157,9,NA
15159,9,NA
15162,3,NA
15168,6,NA
15176,15,NA
15186,4,NA
15188,6,NA
15200,31,NA
15202,14,856
15206,1,NA
15221,15,NA
15241,15,NA
15242,43,NA
15267,20,NA
15279,3,NA
15280,15,NA
15289,6,NA
15290,11,NA
15293,7,NA
15298,15,NA
15308,25,NA
15333,10,NA
15348,22,NA
15349,5,NA
15352,2,NA
15353,9,2375
15358,17,NA
15367,12,NA
15374,17,1061
15381,18,NA
15388,4,2240
15401,8,NA
15406,4,NA
15407,34,NA
15411,4,NA
15422,15,NA
15431,7,NA
15439,10,NA
15444,3,NA
15448,21,837
15454,4,NA
15462,16,NA
15465,12,NA
15469,24,NA
15472,8,NA
15507,1,NA
15512,9,NA
15522,6,NA
15541,20,464
15547,18,NA
15565,1,NA
15570,23,NA
15586,18,NA
15587,12,NA
15596,5,NA
15605,14,NA
15609,7,NA
15622,6,131
15627,7,NA
15637,6,NA
15638,12,NA
15648,9,NA
15653,16,7734
15657,43,NA
15658,22,NA
15672,4,NA
15683,20,NA
15695,12,NA
15705,14,NA
16709,2,NA
16716,7,NA
16717,8,NA
16731,48,NA
16733,9,NA
16740,17,NA
16749,3,NA
16761,18,587
16775,15,NA
16776,7,NA
16784,2,NA
16799,9,NA
16813,9,NA
16826,3,NA
16829,3,7865
16832,6,NA
16842,4,3757
16846,9,NA
16852,1,236
16853,1,512
16857,9,NA
16861,15,NA
16869,12,NA
16875,9,NA
16878,7,NA
16880,2,NA
16883,4,NA
16884,21,NA
16906,13,NA
16922,12,NA
16923,21,NA
16926,6,NA
16938,12,5476
16942,8,NA
16947,2,NA
16953,31,NA
16968,13,NA
16971,8,NA
16995,3,NA
17001,11,NA
17009,6,NA
17014,5,NA
17022,10,443
17034,8,NA
17040,4,NA
17042,7,448
17048,12,5495
17069,6,NA
17072,3,NA
17073,17,NA
17075,22,NA
17082,6,NA
17089,16,NA
