"Id","TotalComment","ViewCount"
18570,5,NA
18574,6,NA
18575,7,394
18581,12,1773
18583,6,NA
18592,10,NA
18604,8,NA
18612,13,NA
18621,2,NA
18622,1,NA
18628,8,NA
18629,4,NA
18642,1,NA
18643,14,NA
18644,1,NA
18650,40,NA
18651,4,1933
18691,6,NA
18692,18,NA
18698,4,NA
18706,6,NA
18712,5,NA
18714,2,NA
18719,4,NA
18722,10,NA
18724,2,NA
18725,2,NA
18727,8,NA
18731,8,NA
18735,11,NA
18737,4,NA
18741,13,NA
18748,9,NA
18750,6,NA
18751,2,NA
18773,19,NA
18788,6,NA
18804,3,NA
18808,10,NA
18812,20,NA
18831,7,NA
18844,7,NA
18850,2,NA
18852,11,NA
18858,20,NA
18866,1,583
18868,3,NA
18873,2,NA
18874,12,NA
18877,14,NA
18888,4,NA
18894,16,552
18914,5,143
18919,14,NA
18921,5,NA
18923,7,NA
18928,26,NA
18937,11,NA
18948,3,347
18952,8,NA
18967,4,NA
18978,9,584
18996,8,NA
19012,2,NA
19026,14,259
19034,5,NA
19035,5,NA
19041,1,NA
19048,13,NA
19052,9,2400
19056,9,NA
19062,3,NA
19064,7,NA
19072,10,NA
19074,5,NA
19082,6,NA
19091,7,NA
19104,5,NA
19107,12,581
19112,10,957
19119,3,NA
19120,9,NA
19130,21,456
19137,7,1073
19141,18,NA
19142,24,NA
19153,3,NA
19154,5,NA
19186,3,NA
19194,2,NA
19202,2,NA
19206,17,NA
19209,5,NA
19213,29,487
19235,10,NA
19236,6,NA
19248,16,608
19279,22,373
19283,28,156
19290,15,1043
19296,8,NA
19302,8,NA
19326,13,NA
19331,1,NA
19334,15,NA
19355,27,NA
19358,6,NA
19360,13,NA
19380,13,NA
19387,6,NA
19390,3,NA
19396,8,194
19410,2,163
19412,18,NA
19415,13,NA
19429,12,NA
19434,7,NA
19441,5,2008
19451,15,NA
19462,9,NA
19475,9,NA
19488,5,NA
19497,14,NA
19501,7,287
19507,11,NA
19509,5,NA
19511,6,NA
19512,13,NA
19543,3,1214
19544,12,NA
19546,7,NA
19547,8,230
19558,7,NA
19564,4,NA
19569,1,NA
19570,6,NA
19578,4,NA
19582,8,NA
19584,8,1987
19587,6,NA
19590,16,NA
19591,10,NA
19595,10,NA
19598,7,NA
19601,2,NA
19603,10,NA
19609,15,NA
19612,3,NA
19613,4,NA
19615,4,NA
19624,12,NA
19626,10,NA
19630,2,5530
19637,2,NA
19640,5,7841
19643,9,NA
19644,3,NA
19645,7,NA
19652,4,NA
19654,10,NA
19660,2,NA
19672,5,NA
19675,3,NA
19685,8,NA
19694,3,438
19697,8,NA
19700,7,NA
19703,6,544
19706,6,NA
19715,2,NA
19728,11,2635
19729,14,NA
19731,2,NA
19736,5,NA
19737,8,NA
19740,5,NA
19746,10,NA
19751,5,NA
19755,24,NA
19780,5,NA
19783,4,NA
19787,6,NA
19791,6,NA
19798,3,NA
19801,14,NA
19805,9,NA
19807,5,NA
19814,5,307
19825,8,2897
19826,12,NA
19831,7,NA
19844,10,296
19845,9,NA
19852,7,235
19855,11,2781
19856,6,NA
19861,9,NA
19866,13,NA
19868,2,NA
19871,12,170
19887,11,NA
19905,5,NA
19907,11,NA
19914,5,NA
19916,1,NA
19918,3,NA
19926,10,449
19932,9,NA
19934,4,NA
19951,3,NA
19958,7,NA
19966,8,NA
19970,6,NA
19976,9,NA
19982,4,NA
19985,7,NA
19989,2,NA
19996,11,NA
19999,6,NA
20008,9,NA
20010,8,1005
20012,6,NA
20019,15,NA
20022,25,NA
20023,5,NA
20027,18,NA
20031,7,NA
20032,6,250
20042,3,NA
20058,7,NA
20071,5,NA
20073,9,NA
20077,13,NA
20085,3,NA
20088,16,293
20091,2,NA
20104,3,NA
