"Id","TotalComment","ViewCount"
14624,59,16009
14650,5,973
14655,7,322
14657,7,738
14664,23,9673
14666,20,10831
14685,8,322
14696,1,582
14700,3,285
14706,6,506
14709,10,946
14728,4,329
14730,3,278
14742,4,1195
14744,3,1049
14748,6,691
14749,7,223
14755,8,2026
14758,14,18457
14764,8,923
14776,14,5849
14780,6,613
14782,11,652
14784,8,870
14787,6,747
14789,11,2120
14797,21,8617
14813,17,449
14821,31,22412
14824,43,25688
14842,2,1778
14854,13,1121
14856,8,251
14863,5,699
14872,9,1449
14877,14,7734
14885,9,2287
14886,8,3537
14893,10,5500
14899,4,1830
14909,8,816
14916,19,793
14926,3,290
14929,12,2665
14942,4,283
14943,10,3116
14949,2,1903
14958,1,366
14972,17,1063
14981,11,767
14982,3,769
14998,4,1248
15006,13,2295
15016,26,13616
15021,5,1356
15024,6,1649
15032,20,1656
15043,3,461
15046,32,26640
15052,9,10316
15070,9,1305
15076,23,20331
15079,9,1599
15087,10,1473
15103,26,5421
15109,53,16392
15111,18,1031
15128,6,1206
15129,2,320
15131,2,358
15132,5,582
15157,9,1244
15159,9,7901
15162,3,576
15168,6,559
15176,15,12286
15186,4,368
15188,6,679
15200,31,16122
15201,9,2019
15202,14,913
15206,1,2573
15221,15,13865
15241,15,1894
15242,43,40586
15267,20,4195
15279,3,218
15280,15,1278
15289,6,545
15290,11,2077
15293,7,2265
15298,15,5902
15308,25,17465
15333,10,719
15348,22,12290
15349,5,685
15352,2,813
15353,9,796
15358,17,1171
15367,12,397
15374,17,1392
15381,18,439
15388,4,328
15401,8,9241
15406,4,817
15407,34,12424
15411,4,2988
15422,15,1490
15431,7,260
15439,10,12500
15444,3,529
15448,21,17688
15454,4,884
15462,16,12320
15465,12,719
15469,24,21232
15472,8,637
15492,4,450
15507,1,354
15510,7,310
15512,9,797
15522,6,10624
15541,20,22362
15547,18,474
15565,1,452
15570,23,28482
15573,12,628
15586,18,13301
15587,12,1485
15596,5,779
15605,14,670
15609,7,386
15622,6,911
15627,7,228
15637,6,900
15638,12,1201
15648,9,1237
15653,16,1836
15657,43,9795
15658,22,17039
15672,4,412
15683,20,1417
15695,12,1189
15705,14,17320
15709,8,644
15710,10,5842
15724,34,31274
15730,10,1317
15744,22,345
15746,4,1718
15760,10,394
15766,3,330
15773,8,224
15784,4,708
15792,5,8211
15799,3,225
15801,17,562
15810,18,855
15812,12,1413
15813,18,1539
15822,50,35473
15850,10,789
15852,4,320
15854,14,593
15856,3,556
15868,2,1349
15886,27,20694
15894,5,2546
15899,10,699
15904,5,859
15912,5,14154
15920,10,924
15925,5,896
15927,4,434
15930,20,1929
15934,11,2833
15938,8,371
15940,7,638
15943,10,14996
15948,13,2032
15950,4,560
15953,4,423
15962,2,793
15969,7,2360
15971,29,9633
15975,14,16148
15977,7,905
15986,14,419
15987,6,1631
16008,5,752
16018,21,2498
16026,4,2331
16038,5,622
16040,9,3730
16044,6,938
16048,11,1948
16061,13,814
16076,15,15720
16080,10,10289
16091,24,22124
16094,7,1333
16100,7,332
16105,4,358
16106,15,344
16124,4,805
16139,15,22864
16150,5,515
16151,19,8114
16156,6,465
16157,12,484
16172,7,695
16173,5,580
16179,6,1869
16180,3,671
16182,7,9840
16188,5,448
16194,8,1658
16196,7,344
16207,4,506
16209,16,815
16213,5,321
16218,5,219
16226,22,10906
16242,4,496
16245,5,342
16253,1,441
16259,7,862
16260,1,384
16264,7,545
16265,14,16737
16276,14,15131
16287,2,597
16289,15,439
16292,22,16030
16302,6,681
16310,13,619
16314,10,8798
16319,14,17588
16323,11,436
16326,17,5420
16327,12,563
16334,15,19329
16340,25,4601
16345,20,29746
16355,6,1736
16358,14,1402
16378,21,1502
16391,7,337
16392,4,13639
16407,4,282
16424,8,1017
16432,9,926
16435,16,3227
16441,27,57326
16447,6,456
16449,5,312
16454,3,343
16465,6,1539
16484,4,352
16487,16,12773
16489,10,10203
16493,3,80
16494,2,1391
16503,34,14221
16510,6,1369
16523,6,332
16532,7,227
16538,2,527
16545,10,1007
16547,3,454
16556,6,370
16560,3,358
16562,7,562
16574,21,2372
16576,25,21874
16586,17,8538
16597,4,295
16600,7,532
16605,13,1294
16607,31,14275
16615,38,18710
16617,18,8770
16620,14,27556
16622,10,10775
16626,10,1017
16636,11,1958
16641,9,313
16657,2,722
16664,4,637
16673,6,404
16679,5,770
16684,5,1000
16690,13,656
16700,1,234
16705,5,1556
16709,2,1054
16716,7,1589
16717,8,648
16731,48,18304
16733,9,1240
16740,17,6766
16749,3,573
16761,18,1205
16775,15,25113
16776,7,213
16784,2,850
16787,7,1077
16799,9,374
16813,9,509
16826,3,345
16829,3,622
16832,6,300
16842,4,288
16846,9,787
16852,1,627
16853,1,718
16857,9,1052
16861,15,6649
16869,12,7204
16875,9,11009
16878,7,226
16880,2,585
16883,4,915
16884,21,25467
16906,13,384
16922,12,828
16923,21,9785
16926,6,581
16938,12,10756
16942,8,362
16947,2,1059
16953,31,13883
16968,13,558
16971,8,1332
16991,3,455
16995,3,1007
17001,11,492
17006,7,1401
17009,6,5789
17014,5,6792
17022,10,613
17034,8,617
17040,4,564
17042,7,513
17048,12,724
17061,3,285
17069,6,442
17072,3,411
17073,17,1039
17075,22,27069
17082,6,4927
17089,16,6509
17095,16,8756
17101,32,12185
17124,6,337
17130,35,12800
17132,5,203
17140,14,675
17145,3,85
17147,23,28403
17169,15,1487
17170,7,371
17172,10,392
17180,14,14818
17187,11,7430
17193,14,2822
17201,2,517
17218,17,1592
17222,7,2710
17227,6,1217
17229,15,1283
17235,5,1119
17237,26,21128
17253,33,23027
17270,3,698
17279,14,1915
17283,31,14062
17285,9,4496
17289,9,4127
17308,21,3187
17317,5,174
17318,5,245
17332,12,1434
17343,7,1198
17348,6,606
17354,8,718
17359,29,24254
17363,3,456
17366,16,1059
17369,12,1014
17372,3,420
17373,7,283
17389,17,1194
17393,40,13583
17398,8,398
17400,15,1011
17411,9,766
17417,12,7273
17421,8,959
17423,8,514
17426,4,417
17428,2,197
17448,16,2630
17463,22,9036
17471,23,645
17473,6,409
17478,11,1311
17484,7,1360
17489,4,876
17492,3,467
17495,5,1345
17505,20,30350
17510,5,482
17514,7,2172
17519,7,548
17525,5,1547
17526,10,341
17543,3,288
17558,7,708
17562,16,7797
17566,8,594
17568,5,1874
17570,5,216
17573,5,1119
17574,19,2608
17577,9,472
17584,3,343
17586,1,649
17590,2,269
17593,8,13082
17596,12,4063
17604,8,1368
17621,9,457
17623,6,443
17628,13,1862
17629,5,679
17634,10,1201
17635,6,1014
17641,32,20577
17642,22,3352
17651,13,7342
17654,5,582
17670,9,10657
17681,6,4778
17685,6,2117
17691,12,1109
17697,4,680
17699,2,639
17714,19,1570
17726,4,998
17727,5,720
17734,6,998
17740,18,20974
17748,3,4460
17752,2,358
17756,6,316
17758,5,530
17761,28,8654
17766,8,4529
17768,15,6766
17780,11,1271
17786,11,1680
17789,30,22644
17794,6,494
17802,5,589
17812,7,8218
17828,27,24401
17829,7,418
17848,36,10049
17852,11,937
17856,30,21680
17862,7,626
17869,50,25458
17898,7,1422
17905,3,560
17908,7,332
17915,26,13769
17935,9,1769
17940,10,1011
17950,8,223
17953,8,2053
17977,9,1404
17982,9,600
17985,11,727
17993,32,7760
18010,11,470
18012,11,1760
18014,6,576
18028,4,315
18036,11,1098
18041,6,1082
18050,2,812
18056,8,1000
18061,10,534
18063,8,1004
18079,5,533
18087,2,1814
18091,20,15505
18092,4,422
18095,38,9925
18103,39,37468
18107,3,335
18108,19,743
18115,4,432
18135,6,397
18147,21,1742
18155,9,1161
18163,11,1599
18180,35,935
18184,14,2321
18193,7,511
18195,10,1098
18196,9,1214
18199,9,401
18203,36,24378
18222,14,1152
18224,8,723
18230,9,2494
18236,12,2672
18243,7,1384
18251,10,528
18256,15,620
18257,20,10326
18262,20,2052
18265,32,9639
18271,10,4440
18284,15,968
18285,19,10615
18300,10,1129
18302,7,1194
18305,17,1152
18324,7,375
18333,2,290
18339,3,424
18345,12,1620
18347,27,20738
18353,2,417
18362,7,1149
18363,15,988
18364,6,432
18373,5,912
18375,37,20292
18376,18,752
18379,12,363
18386,40,19571
18389,7,770
18403,13,1214
18405,7,337
18420,8,757
18424,3,225
18428,13,755
18436,12,723
18440,12,3145
18444,11,1132
18463,8,278
18468,18,20766
18470,5,1229
18473,12,924
18480,11,363
18495,13,1462
18499,9,605
18501,24,25608
18518,35,20102
18521,12,800
18535,3,472
18548,20,978
18554,4,485
18564,6,446
18570,5,362
18574,6,603
18575,7,4488
18581,12,674
18583,6,781
18592,10,8053
18604,8,471
18607,23,12771
18612,13,844
18621,2,294
18622,1,504
18628,8,1022
18629,4,419
18642,1,176
18643,14,14387
18644,1,502
18650,40,39792
18651,4,506
18672,3,623
18689,8,635
18691,6,628
18692,18,1231
18698,4,123
18706,6,1846
18712,5,482
18714,2,522
18719,4,433
18722,10,1922
18724,2,273
18725,2,514
18727,8,714
18731,8,19289
18735,11,931
18737,4,376
18741,13,11749
18748,9,369
18750,6,338
18751,2,1089
18756,35,40211
18773,19,1288
18788,6,322
18804,3,486
18808,10,995
18812,20,24038
18831,7,418
18844,7,277
18850,2,319
18852,11,878
18858,20,5566
18866,1,1512
18868,3,504
18873,2,491
18874,12,848
18877,14,1260
18881,18,5282
18888,4,488
18894,16,26523
18914,5,141
18915,2,379
18919,14,706
18921,5,353
18923,7,464
18928,26,7468
18937,11,4325
18948,3,1188
18952,8,841
18967,4,472
18978,9,473
18996,8,751
19012,2,584
19021,6,714
19026,14,666
19034,5,11917
19035,5,274
19041,1,820
19048,13,895
19052,9,632
19056,9,1023
19062,3,6043
19064,7,11069
19072,10,477
19074,5,365
19075,6,423
19082,6,1456
19091,7,367
19104,5,589
19107,12,709
19112,10,322
19119,3,1029
19120,9,1228
19130,21,917
19137,7,695
19141,18,15733
19142,24,24822
19148,8,662
19153,3,6431
19154,5,759
19186,3,600
19194,2,237
19202,2,373
19206,17,1053
19209,5,1343
19213,29,12241
19220,8,597
19235,10,922
19236,6,3384
19248,16,7525
19271,12,5326
19279,22,21923
19283,28,20330
19290,15,6041
19296,8,633
19302,8,580
19326,13,1248
19331,1,245
19334,15,6043
19346,9,493
19355,27,10867
19356,11,1463
19358,6,571
19360,13,14270
19380,13,616
19387,6,784
19390,3,714
19396,8,616
19410,2,292
19412,18,772
19415,13,1076
19429,12,2181
19434,7,534
19441,5,649
19451,15,699
19462,9,1130
19475,9,1255
19484,9,773
19488,5,927
19489,5,484
19490,14,373
19497,14,2365
19501,7,299
19507,11,402
19509,5,456
19511,6,565
19512,13,1791
19527,5,708
19536,3,478
19543,3,260
19544,12,692
19546,7,303
19547,8,585
19558,7,410
19564,4,551
19569,1,210
19570,6,613
19578,4,357
19582,8,463
19584,8,159
19587,6,409
19590,16,787
19591,10,500
19595,10,735
19598,7,296
19601,2,722
19603,10,769
19609,15,724
19612,3,690
19613,4,618
19615,4,1364
19624,12,512
19626,10,954
19630,2,1266
19637,2,477
19640,5,1252
19643,9,984
19644,3,291
19645,7,919
19652,4,227
19654,10,569
19660,2,545
19672,5,863
19675,3,213
19685,8,1201
19694,3,472
19697,8,586
19700,7,354
19703,6,261
19706,6,357
19715,2,208
19721,7,548
19728,11,519
19729,14,1360
19731,2,388
19736,5,291
19737,8,1827
19740,5,714
19746,10,775
19751,5,418
19755,24,1170
19760,13,1254
19780,5,1142
19783,4,295
19787,6,277
19791,6,626
19798,3,245
19801,14,548
19805,9,970
19807,5,531
19814,5,360
19825,8,359
19826,12,1207
19831,7,467
19841,7,655
19844,10,448
19845,9,1015
19852,7,475
19855,11,497
19856,6,311
19861,9,910
19866,13,862
19868,2,448
19871,12,552
19883,8,518
19887,11,773
19905,5,187
19907,11,946
19914,5,396
19916,1,305
19918,3,213
19920,10,435
19926,10,681
19932,9,1492
19934,4,624
19951,3,527
19958,7,713
19966,8,170
19970,6,424
19976,9,821
19982,4,376
19985,7,714
19989,2,151
19996,11,584
19998,5,441
19999,6,551
20008,9,380
20010,8,428
20012,6,427
20019,15,1233
20022,25,606
20023,5,265
20027,18,634
20031,7,408
20032,6,434
20042,3,934
20058,7,566
20071,5,472
20073,9,303
20077,13,644
20085,3,188
20088,16,318
20091,2,235
20104,3,54
