	Id	TotalCm	ViewCount
1145	9042	28	29016.0
1146	9051	26	5444.0
1147	9060	10	3851.0
1148	9073	7	3659.0
1149	9074	13	836.0
1150	9090	11	1114.0
1151	9103	46	19558.0
1152	9117	9	1483.0
1153	9120	6	395.0
1154	9124	1	391.0
1155	9125	19	351.0
1156	9131	6	1131.0
1157	9139	10	525.0
1158	9159	19	209.0
1159	9160	13	1674.0
1160	9162	22	9757.0
1161	9167	6	210.0
1162	9187	10	858.0
1163	9191	23	4661.0
1164	9195	13	555.0
1165	9197	4	444.0
1166	9202	33	22642.0
1167	9216	34	9492.0
1168	9224	13	7806.0
1169	9227	5	449.0
1170	9229	11	2180.0
1171	9232	18	2029.0
1172	9235	17	1119.0
1173	9241	8	303.0
1174	9255	34	35826.0
1175	9259	23	1009.0
1176	9267	21	8493.0
1177	9286	9	1408.0
1178	9297	6	605.0
1179	9309	78	35898.0
1180	9313	50	8173.0
1181	9332	3	250.0
1182	9341	15	1407.0
1183	9343	12	3107.0
1184	9354	24	9115.0
